328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
328,315,158,78
325,309,162,85
325,309,162,85
326,307,161,88
327,305,161,91
328,303,161,94
328,303,161,94
330,301,160,96
332,298,159,99
334,294,157,103
336,289,156,109
338,283,154,116
339,278,154,121
341,272,153,128
343,267,151,133
345,262,149,138
347,257,147,143
348,252,146,148
328,271,168,77
330,267,167,77
331,263,166,76
333,258,165,76
335,252,163,78
337,247,161,78
339,242,159,78
341,237,158,78
343,232,156,78
345,227,154,77
347,221,152,78
350,215,149,79
353,210,146,78
356,206,143,75
359,201,140,75
362,196,136,75
364,192,134,74
367,188,130,73
369,185,127,72
348,179,139,65
350,177,135,63
345,169,133,69
347,166,129,69
346,163,129,68
347,159,123,69
348,156,122,66
356,157,112,65
344,148,114,68
344,149,114,66
340,145,116,69
345,142,107,69
342,140,107,68
331,133,117,70
344,131,99,63
345,129,96,61
347,127,92,60
349,124,88,60
355,120,78,62
358,117,73,62
359,115,71,60
335,112,95,54
339,109,90,55
342,107,86,54
345,104,82,55
348,101,78,56
340,91,81,64
343,88,77,64
346,85,73,64
347,82,72,65
349,82,70,62
337,77,68,75
338,75,68,74
339,73,68,74
339,71,69,74
340,69,68,73
341,67,68,72
342,66,68,69
343,64,67,68
344,60,66,70
344,57,66,71
345,54,64,72
346,50,61,75
346,48,61,76
346,45,60,78
346,42,60,80
345,40,62,80
345,40,62,80
345,38,62,81
345,35,61,84
344,32,62,87
285,20,100,71
284,22,107,64
286,23,107,64
283,26,103,55
282,26,105,54
282,23,97,53
281,25,102,56
281,24,95,56
279,29,107,49
284,26,103,54
279,23,104,56
279,27,103,51
274,24,105,63
274,24,101,55
274,24,101,55
274,24,101,55
274,24,101,55
274,24,101,55
274,24,101,55
274,24,101,55
274,24,101,55
275,26,100,53
275,29,100,49
275,29,100,49
275,29,100,49
275,29,100,49
275,29,100,49
273,30,104,49
273,32,106,49
274,33,107,49
264,35,101,44
264,36,103,44
268,37,100,44
268,37,100,44
268,38,102,44
268,38,102,44
268,38,102,44
268,38,102,44
268,38,102,44
268,38,102,44
268,38,102,44
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,38,103,46
268,40,104,44
268,40,104,44
268,40,104,44
268,44,106,38
268,44,106,38
268,44,106,38
268,46,107,37
268,46,107,37
270,47,106,37
270,47,106,37
281,43,92,39
281,43,92,39
281,43,92,39
281,43,92,39
281,43,92,39
281,43,92,39
282,46,92,34
282,46,92,34
282,46,92,34
282,46,92,34
283,51,92,25
278,43,102,43
278,43,102,43
278,43,102,43
278,43,102,43
278,43,102,43
278,43,102,43
278,43,102,43
278,43,102,43
278,43,102,43
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
283,45,95,37
